"","station","Date","PM2.5","SO2","NO2","CO","O3","TEMP","PRES","DEWP","RAIN","WSPM"
"17","Aotizhongxin",2013-03-17,284.541666666667,73.6666666666667,113.875,2558,96.5416666666667,10.0083333333333,1001.9375,3.14583333333333,0,1.14583333333333
"18","Aotizhongxin",2013-03-18,70.6666666666667,19.625,46.1666666666667,866.583333333333,89.0416666666667,8.38333333333333,1001.22083333333,-9.40416666666667,0.00416666666666667,3.6375
"19","Aotizhongxin",2013-03-19,41,16.5,49.1666666666667,NA,NA,2.06666666666667,1008.89166666667,-1.32916666666667,0.375,1.91666666666667
"20","Aotizhongxin",2013-03-20,48.9166666666667,12.5,41.5416666666667,920.833333333333,32.0833333333333,1.52083333333333,1017.12083333333,-2.82083333333333,0.3125,2.05833333333333
"21","Aotizhongxin",2013-03-21,148.958333333333,21.6666666666667,85.75,1454.04166666667,11.875,3.5875,1004.925,-1.425,0,1.65
"22","Aotizhongxin",2013-03-22,90.4166666666667,26.0416666666667,70.375,979.125,33.9166666666667,6.30416666666667,1011.55833333333,-4.5375,0,2.55
"23","Aotizhongxin",2013-03-23,52.75,29.7083333333333,57.625,NA,NA,4.77083333333333,1008.50416666667,-6.29166666666667,0,2.4125
"24","Aotizhongxin",2013-03-24,18.5416666666667,12.2083333333333,35.5,NA,53.596025,5.1125,1016.25833333333,-12.9,0,2.69166666666667
"25","Aotizhongxin",2013-03-25,102.25,52.5,87.25,NA,NA,5.15,1015.3,-5.375,0,1.91666666666667
"26","Aotizhongxin",2013-03-26,187.458333333333,75.0833333333333,106.291666666667,NA,NA,6.8,1007.56666666667,-0.795833333333333,0,1.6625
"27","Aotizhongxin",2013-03-27,91.625,NA,42.9583333333333,NA,NA,10.8791666666667,1005.15833333333,-4.57083333333333,0,2.84583333333333
"28","Aotizhongxin",2013-03-28,28.3333333333333,12.6666666666667,39.8333333333333,595.791666666667,57.9166666666667,7.87916666666667,1015.56666666667,-10.2416666666667,0,2.225
"29","Aotizhongxin",2013-03-29,87.875,47.1666666666667,88.5,NA,16.918975,6.20833333333333,1016.27916666667,-5.3,0,1.57083333333333
"30","Aotizhongxin",2013-03-30,79.5416666666667,62.0833333333333,68.2083333333333,1666.45833333333,33.6666666666667,6.45,1016.82083333333,-2.52916666666667,0,1.7375
"31","Aotizhongxin",2013-03-31,174.25,14.625,72.6666666666667,1333,3,5.57083333333333,1013.11666666667,2.475,0,1.49583333333333
"32","Aotizhongxin",2013-04-01,94.9166666666667,17.125,39.0833333333333,1208.16666666667,51.0416666666667,10.4583333333333,1011.70416666667,-4.6875,0,3.07083333333333
"33","Aotizhongxin",2013-04-02,99.5833333333333,40,68.9583333333333,NA,53.3359416666667,10.0375,1011.40833333333,-1.49583333333333,0,1.91666666666667
"34","Aotizhongxin",2013-04-03,124.166666666667,50.75,87.7083333333333,1454.04166666667,46,11.9166666666667,1006.75416666667,0.0291666666666667,0,1.82916666666667
"35","Aotizhongxin",2013-04-04,66.6666666666667,62.125,84.5833333333333,NA,NA,7.75833333333333,1009.12083333333,-0.0916666666666667,0.341666666666667,1.55416666666667
"36","Aotizhongxin",2013-04-05,54.6666666666667,12.0416666666667,41.0833333333333,1179.04166666667,37.2916666666667,8.52083333333333,1013.28333333333,-0.5125,0.1,2.44583333333333
"37","Aotizhongxin",2013-04-06,11,7.70833333333333,27.0416666666667,458.333333333333,58.7916666666667,8.55833333333333,1010.8375,-6.8625,0,1.86666666666667
"38","Aotizhongxin",2013-04-07,79.25,41.6666666666667,71.875,1254.08333333333,32.7083333333333,8.84583333333333,1002.39583333333,-0.608333333333333,0,1.67083333333333
"39","Aotizhongxin",2013-04-08,25.8333333333333,7.625,21.375,450,67.5416666666667,9.02083333333333,1007.19583333333,-10.9041666666667,0,4.725
"40","Aotizhongxin",2013-04-09,11.7916666666667,5.70833333333333,14.4166666666667,408.333333333333,76.4583333333333,8.05,1014.60416666667,-9.12916666666667,0,3.9625
"41","Aotizhongxin",2013-04-10,12.75,6.58333333333333,32.4583333333333,500,57.3203583333333,7.775,1014.03333333333,-8.325,0,2.59583333333333
"42","Aotizhongxin",2013-04-11,22.9166666666667,10.6368666666667,61.5259416666667,NA,39.7641833333333,9.7875,1012.80833333333,-7.93333333333333,0,2.14583333333333
"43","Aotizhongxin",2013-04-12,53.8333333333333,23.4818333333333,87.8035458333333,NA,26.3485333333333,14.7375,1006.7875,-2.19583333333333,0,1.99166666666667
"44","Aotizhongxin",2013-04-13,61.5833333333333,27.2083333333333,53.5,754.166666666667,40.9583333333333,17.3791666666667,999.095833333333,0.133333333333333,0,3.075
"45","Aotizhongxin",2013-04-14,34.875,13.875,41.5,637.5,58.9583333333333,11.9375,1004.55416666667,-2.82916666666667,0,2.39583333333333
"46","Aotizhongxin",2013-04-15,74.7083333333333,50.5416666666667,74.2916666666667,1399.83333333333,44.5416666666667,12.7208333333333,997.729166666667,1.36666666666667,0,1.77916666666667
"47","Aotizhongxin",2013-04-16,57.0416666666667,33.3333333333333,NA,979.083333333333,NA,14.5291666666667,1001.20833333333,0.5875,0,2.38333333333333
"48","Aotizhongxin",2013-04-17,47.9583333333333,20.875,52.7083333333333,683.333333333333,57.2916666666667,12.3583333333333,1005.9125,-1.09583333333333,0,2.09583333333333
"49","Aotizhongxin",2013-04-18,11.0416666666667,4.4285,28.932125,NA,NA,11.0208333333333,1017.20416666667,-11.6166666666667,0,2.52083333333333
"50","Aotizhongxin",2013-04-19,49.5833333333333,20.7083333333333,56.4166666666667,758.333333333333,36.2916666666667,6.19583333333333,1018.65833333333,-1.24583333333333,0.0125,2.70416666666667
"51","Aotizhongxin",2013-04-20,69.5833333333333,11.125,55.125,691.666666666667,45.9166666666667,8.92083333333333,1015.35833333333,0.7625,0,2.07916666666667
"52","Aotizhongxin",2013-04-21,127.041666666667,28.9577,71.17055,NA,NA,11.8708333333333,1012.3625,3.29583333333333,0,2.29166666666667
"53","Aotizhongxin",2013-04-22,172.708333333333,46.6123333333333,66.9208291666667,NA,NA,12.2833333333333,1008.33333333333,6.23333333333333,0,1.7
"54","Aotizhongxin",2013-04-23,183.833333333333,28.0833333333333,62.25,1195.75,16,11.7875,1005.7,7.67083333333333,0,1.35833333333333
"55","Aotizhongxin",2013-04-24,89.0416666666667,14.7916666666667,39.5833333333333,887.458333333333,36.7916666666667,15.3583333333333,1005.20416666667,2.25833333333333,0,1.92916666666667
"56","Aotizhongxin",2013-04-25,12.1666666666667,5.70833333333333,39.2083333333333,425,50.5,14.9125,1007.47916666667,-3.28333333333333,0,2.3
"57","Aotizhongxin",2013-04-26,65.125,NA,NA,NA,NA,16.1875,1004.45,2.20416666666667,0,1.34166666666667
"58","Aotizhongxin",2013-04-27,64.5,NA,NA,NA,NA,17.8041666666667,1005.23333333333,3.7125,0,1.4375
"59","Aotizhongxin",2013-04-28,71.9583333333333,55,60.2916666666667,1616.45833333333,74.1666666666667,16.2541666666667,1004.77083333333,4.39166666666667,0,1.2875
"60","Aotizhongxin",2013-04-29,14.625,6.91666666666667,24.125,NA,79.7366416666667,20.1166666666667,1006.45,-2.975,0,2.25416666666667
"61","Aotizhongxin",2013-04-30,17.7916666666667,7.5,43.5,379.166666666667,65.0416666666667,20.7166666666667,1008.27083333333,-3.4625,0,1.58333333333333
"62","Aotizhongxin",2013-05-01,35.125,20.5,47.875,NA,NA,17.4041666666667,1009.47083333333,2.45,0,1.95416666666667
"63","Aotizhongxin",2013-05-02,NA,44.2916666666667,64.0833333333333,999.916666666667,NA,19.2291666666667,1006.31666666667,5.17083333333333,0,1.75
"64","Aotizhongxin",2013-05-03,85.1666666666667,27.375,30.375,670.833333333333,104.583333333333,18.1291666666667,1011.19166666667,7.23333333333333,0,2.07916666666667
"65","Aotizhongxin",2013-05-04,101.958333333333,29.5416666666667,37.2083333333333,637.5,92.5416666666667,18.7791666666667,1010.77083333333,8.93333333333333,0,1.8625
"66","Aotizhongxin",2013-05-05,197.416666666667,47.5416666666667,72.1666666666667,1366.625,78.375,20.5875,1010.6,11.9916666666667,0,1.43333333333333
"67","Aotizhongxin",2013-05-06,221.375,34.8333333333333,50.25,NA,111.06785,22.9333333333333,1008.67916666667,13.175,0,1.525
"68","Aotizhongxin",2013-05-07,178.666666666667,51.7916666666667,85.7916666666667,1404.08333333333,92.375,23.2416666666667,1009.2,12.4333333333333,0,1.45833333333333
"69","Aotizhongxin",2013-05-08,130.041666666667,73.125,65.0416666666667,NA,NA,20.0708333333333,1008.22916666667,12.65,0.0291666666666667,1.62083333333333
"70","Aotizhongxin",2013-05-09,52,21.8333333333333,62.875,NA,44.4166666666667,17.6875,1004.0125,12.05,0,1.09166666666667
"71","Aotizhongxin",2013-05-10,50.9583333333333,16.5833333333333,59.5,545.833333333333,57.0833333333333,21.3833333333333,996.083333333333,4.89166666666667,0,2.32916666666667
"72","Aotizhongxin",2013-05-11,43.0833333333333,20.6666666666667,71.1666666666667,NA,44.1213916666667,22.7958333333333,990.033333333333,3.05416666666667,0,1.70416666666667
"73","Aotizhongxin",2013-05-12,36,22.9166666666667,63.4166666666667,520.833333333333,57.7916666666667,22.2333333333333,994.491666666667,1.5375,0,1.38333333333333
"74","Aotizhongxin",2013-05-13,85.8333333333333,69.7916666666667,87.5833333333333,1595.625,69.2916666666667,21.1125,996.791666666667,6.60416666666667,0,1.3875
"75","Aotizhongxin",2013-05-14,49.0833333333333,20.7916666666667,50.4583333333333,687.416666666667,80.0416666666667,23.0375,1002.5375,5.99166666666667,0,1.83333333333333
"76","Aotizhongxin",2013-05-15,63.2083333333333,64.7916666666667,65.7083333333333,1383.25,95.9583333333333,21.9916666666667,1010.44166666667,8.34166666666667,0,1.4875
"77","Aotizhongxin",2013-05-16,NA,34.4166666666667,61.4583333333333,NA,88.06925,21.2041666666667,1010.975,11.1583333333333,0,1.60416666666667
"78","Aotizhongxin",2013-05-17,105.333333333333,33.5,53.3333333333333,1233.125,89,20.7875,1005.9375,13.4291666666667,0,1.55
"79","Aotizhongxin",2013-05-18,119.541666666667,20.8333333333333,52.5416666666667,1104.04166666667,68.7083333333333,20.7333333333333,1000.49166666667,15.1875,0,2.26666666666667
"80","Aotizhongxin",2013-05-19,56.2083333333333,11.4583333333333,26.3333333333333,512.5,58.4309583333333,20.6208333333333,995.095833333333,4.98333333333333,0,3.075
"81","Aotizhongxin",2013-05-20,38.9583333333333,21,50.25,NA,NA,20.8333333333333,995.0125,3.32083333333333,0,3.25
"82","Aotizhongxin",2013-05-21,97.0833333333333,44.7083333333333,78.5833333333333,NA,NA,22.2041666666667,994.020833333333,11.5041666666667,0,1.39166666666667
"83","Aotizhongxin",2013-05-22,59.7083333333333,42.6666666666667,76.5,NA,NA,22.2083333333333,1004.91666666667,9.93333333333333,0,1.16666666666667
"84","Aotizhongxin",2013-05-23,62.4166666666667,36.0833333333333,96.0416666666667,NA,NA,22.6583333333333,1004.60416666667,10.8666666666667,0,1.025
"85","Aotizhongxin",2013-05-24,103.958333333333,20.7083333333333,75.2916666666667,1462.41666666667,56.625,23.7666666666667,1006.36666666667,13.8541666666667,0,1.37916666666667
"86","Aotizhongxin",2013-05-25,59.7916666666667,31.0416666666667,62.4583333333333,879.166666666667,87.4166666666667,24.35,1004.90416666667,14.0958333333333,0,1.36666666666667
"87","Aotizhongxin",2013-05-26,97.3333333333333,12,55.625,1366.45833333333,19.375,21.0375,1003.22916666667,17.3916666666667,0.025,1.3375
"88","Aotizhongxin",2013-05-27,67.2916666666667,7.16666666666667,53.625,NA,NA,18.7708333333333,1002.12083333333,16.4208333333333,0.108333333333333,1.09583333333333
"89","Aotizhongxin",2013-05-28,70.4166666666667,3.375,70.0833333333333,929.125,18.3333333333333,19.6416666666667,1000.1125,16.1541666666667,0.0791666666666667,1.725
"90","Aotizhongxin",2013-05-29,15.125,5.375,31.5,275,76.6666666666667,23.9958333333333,1003.86666666667,4.275,0,2.6125
"91","Aotizhongxin",2013-05-30,55.1666666666667,20.75,81.5416666666667,NA,98.0856083333333,24.9083333333333,1000.5125,8.75833333333333,0,2.45
"92","Aotizhongxin",2013-05-31,94.7083333333333,32.25,52.8333333333333,NA,128.267158333333,24.2625,997.0125,15.6625,0,1.75833333333333
"93","Aotizhongxin",2013-06-01,69.9583333333333,9.25,61.0416666666667,570.833333333333,78.25,24.675,1000.95416666667,9.8375,0,1.3
"94","Aotizhongxin",2013-06-02,153.708333333333,15.375,67.7083333333333,1545.75,72.3333333333333,21.9583333333333,999.1875,16.45,0,1.12916666666667
"95","Aotizhongxin",2013-06-03,118.458333333333,14.5416666666667,78.75,1266.58333333333,111.416666666667,24.9916666666667,999.379166666667,15.9333333333333,0,1.05833333333333
"96","Aotizhongxin",2013-06-04,123.333333333333,13,88.5833333333333,1670.66666666667,59.875,20.5666666666667,1006.175,16.9791666666667,0.583333333333333,1.34166666666667
"97","Aotizhongxin",2013-06-05,122.791666666667,3,55.5416666666667,1537.29166666667,22.1666666666667,18.95,1006.45833333333,18.125,0.291666666666667,0.925
"98","Aotizhongxin",2013-06-06,126.791666666667,3.75,58.5416666666667,2270.375,11.2083333333333,19.2375,1004.76666666667,18.2458333333333,0.0125,0.9
"99","Aotizhongxin",2013-06-07,NA,5.79166666666667,67.875,2253.70833333333,5.83333333333333,20.1291666666667,1003.02916666667,19.1291666666667,0.779166666666667,0.916666666666667
"100","Aotizhongxin",2013-06-08,169.916666666667,7.45833333333333,81.1666666666667,2528.91666666667,7.66666666666667,19.8708333333333,1002.22916666667,19.3875,0.0833333333333333,0.8875
"101","Aotizhongxin",2013-06-09,47.875,5.72613333333333,65.57535,NA,22.1208416666667,17.8041666666667,1005.075,17.1208333333333,0.5625,1.475
"102","Aotizhongxin",2013-06-10,23.4583333333333,5.125,70.0833333333333,537.5,42.2083333333333,20.5916666666667,1006.92916666667,15.2291666666667,0.00416666666666667,0.991666666666667
"103","Aotizhongxin",2013-06-11,62.4583333333333,5.75,88.25,545.833333333333,58.9166666666667,20.9166666666667,1002.92083333333,15.4041666666667,0.308333333333333,1.42916666666667
"104","Aotizhongxin",2013-06-12,60.125,13.8333333333333,69.0833333333333,824.958333333333,106.291666666667,21.3458333333333,1002.33333333333,15.3583333333333,0.00416666666666667,1.39583333333333
"105","Aotizhongxin",2013-06-13,112.708333333333,32.2916666666667,84.5833333333333,1199.79166666667,129.625,23.9708333333333,1002.75416666667,16.5625,0,1.45416666666667
"106","Aotizhongxin",2013-06-14,109.958333333333,33.875,78.9583333333333,804.166666666667,154.833333333333,26.2,1002.42083333333,14.2875,0,1.96666666666667
"107","Aotizhongxin",2013-06-15,126.583333333333,37.8333333333333,NA,NA,100.041666666667,25.4,1001.52916666667,16.6125,0,1.10833333333333
"108","Aotizhongxin",2013-06-16,172.833333333333,36.875,91.0833333333333,NA,NA,22.3666666666667,998.266666666667,19.0666666666667,0.0416666666666667,1.26666666666667
"109","Aotizhongxin",2013-06-17,43.5833333333333,8.5,56,562.458333333333,86.125,25.8666666666667,996.05,17.6541666666667,0,1.3375
"110","Aotizhongxin",2013-06-18,48.125,14.4166666666667,90.875,NA,NA,27.1208333333333,992.2375,17.4666666666667,0,1.50833333333333
"111","Aotizhongxin",2013-06-19,52.4166666666667,NA,NA,NA,NA,28.4875,997.129166666667,17.1708333333333,0,1.11666666666667
"112","Aotizhongxin",2013-06-20,56.2083333333333,NA,NA,NA,NA,25.85,1001.82083333333,19.575,0,0.854166666666667
"113","Aotizhongxin",2013-06-21,50.9166666666667,13.1376,81.452775,NA,NA,25.3958333333333,1003.82083333333,18.9166666666667,0,1.7875
"114","Aotizhongxin",2013-06-22,50.0416666666667,NA,NA,NA,NA,21.2291666666667,1002.875,19.4833333333333,0.2375,1.18333333333333
"115","Aotizhongxin",2013-06-23,57,8.7822,63.4205916666667,NA,NA,25.7083333333333,998.258333333333,18.0458333333333,0,1.40833333333333
"116","Aotizhongxin",2013-06-24,109.625,8.6989,60.1443458333333,NA,116.5605,24.4541666666667,996.7625,20.3166666666667,0.220833333333333,1.29583333333333
"117","Aotizhongxin",2013-06-25,NA,NA,NA,NA,NA,21.9666666666667,994.85,20.7541666666667,0.0458333333333333,1.0875
"118","Aotizhongxin",2013-06-26,NA,NA,59.5797708333333,NA,NA,26.0333333333333,991.595833333333,21.5458333333333,0,1.5375
"119","Aotizhongxin",2013-06-27,84.5416666666667,11.9357,68.8182708333333,NA,NA,27.8166666666667,992.558333333333,19.2708333333333,0,1.55416666666667
"120","Aotizhongxin",2013-06-28,318,NA,NA,NA,NA,25.2041666666667,995.575,22.0166666666667,0.708333333333333,1.125
"121","Aotizhongxin",2013-06-29,101.833333333333,10.2916666666667,61.3333333333333,1503.91666666667,40.3333333333333,22.6916666666667,998.8625,21.2333333333333,0.0375,1.05833333333333
"122","Aotizhongxin",2013-06-30,221.541666666667,18.9166666666667,70.5416666666667,2437.125,29,24.7833333333333,998.1625,23.0916666666667,0,0.8
"123","Aotizhongxin",2013-07-01,174.916666666667,18.9039333333333,72.6846625,NA,NA,24.85,993.4625,23.3208333333333,1.625,1.375
"124","Aotizhongxin",2013-07-02,13.7916666666667,4.70833333333333,43.9583333333333,374.958333333333,75.2916666666667,28.625,989.9875,18.3583333333333,0.425,2.02916666666667
"125","Aotizhongxin",2013-07-03,26.9166666666667,8.41666666666667,72.2916666666667,504.166666666667,61.6666666666667,29.2541666666667,990.045833333333,20.2041666666667,0,0.916666666666667
"126","Aotizhongxin",2013-07-04,21.6666666666667,6.66666666666667,57.2916666666667,NA,NA,27.7416666666667,988.908333333333,19.05,0.1375,1.09583333333333
"127","Aotizhongxin",2013-07-05,19.7916666666667,5.41666666666667,45.9166666666667,350,85.7083333333333,29.0166666666667,992.704166666667,18.9708333333333,0,1.65416666666667
"128","Aotizhongxin",2013-07-06,57.125,13.7083333333333,59.2083333333333,766.666666666667,124.541666666667,28.9333333333333,995.458333333333,20.2916666666667,0.366666666666667,2.2
"129","Aotizhongxin",2013-07-07,88.2916666666667,9,42.1666666666667,NA,NA,26.8958333333333,994.7375,23.2375,0.154166666666667,1.175
"130","Aotizhongxin",2013-07-08,98.4166666666667,6.125,54.8333333333333,804.166666666667,84.1666666666667,24.9708333333333,996.8875,23.7458333333333,1.22083333333333,0.908333333333333
"131","Aotizhongxin",2013-07-09,88.4166666666667,6.54166666666667,60.875,820.833333333333,26.125,24.0375,997.770833333333,23.4833333333333,0.441666666666667,0.970833333333333
"132","Aotizhongxin",2013-07-10,31.25,3.70833333333333,53.8333333333333,NA,NA,22.8958333333333,999.829166666667,21.9416666666667,0.233333333333333,0.7375
"133","Aotizhongxin",2013-07-11,34.4166666666667,4.2436,57.924,NA,29.0045833333333,24.5,1000.67083333333,21.4125,0,0.945833333333333
"134","Aotizhongxin",2013-07-12,68.3333333333333,6.1303,55.201375,NA,NA,26.5541666666667,1000.29166666667,22.175,0,1.49583333333333
"135","Aotizhongxin",2013-07-13,129.458333333333,9.33333333333333,47.7916666666667,NA,NA,27.7,1001.3875,23.6416666666667,0,1.14583333333333
"136","Aotizhongxin",2013-07-14,100.708333333333,16.0416666666667,46.875,945.833333333333,85.9583333333333,26.8,1001.95,22.3,0.570833333333333,1.2375
"137","Aotizhongxin",2013-07-15,48.25,3.70833333333333,52.5833333333333,1191.66666666667,7,23.75,993.75,23.5,2.25416666666667,0.75
"138","Aotizhongxin",2013-07-16,23.0416666666667,4.66666666666667,41.375,NA,NA,27.0291666666667,994.625,17.35,0.00416666666666667,1.80416666666667
"139","Aotizhongxin",2013-07-17,41.5416666666667,12.9583333333333,59.9166666666667,600,84.4583333333333,26.9333333333333,999.641666666667,18.575,0,1.4875
"140","Aotizhongxin",2013-07-18,145.666666666667,16.5,53.5833333333333,1429.16666666667,75.875,26.2708333333333,998.770833333333,22.3541666666667,0,1.45833333333333
"141","Aotizhongxin",2013-07-19,130.208333333333,10.375,49.7916666666667,NA,NA,26.6791666666667,996.825,21.9833333333333,0,1.19166666666667
"142","Aotizhongxin",2013-07-20,79.6666666666667,6.75,49.5833333333333,704.166666666667,85.5833333333333,27.9083333333333,998.45,20.5583333333333,0,1.25416666666667
"143","Aotizhongxin",2013-07-21,76.375,8.70833333333333,57.7916666666667,766.666666666667,83.7083333333333,26.8,999.366666666667,21.8125,0,1.2125
"144","Aotizhongxin",2013-07-22,85.5,NA,62.2067958333333,NA,NA,26.4125,998.525,21.0916666666667,0,1.01666666666667
"145","Aotizhongxin",2013-07-23,40.9166666666667,8.5,35.5833333333333,NA,102.550091666667,26.9541666666667,994.504166666667,19.8375,0,2.0625
"146","Aotizhongxin",2013-07-24,35.9166666666667,9.33333333333333,50,437.5,58.0416666666667,29.4666666666667,994.370833333333,19.0958333333333,0,1.22083333333333
"147","Aotizhongxin",2013-07-25,31.0416666666667,12,49.375,NA,NA,29.6791666666667,996.025,19.8291666666667,0,1.32916666666667
"148","Aotizhongxin",2013-07-26,51.25,27.875,65.0833333333333,1520.83333333333,13,25.2333333333333,997.8125,21.75,0.0958333333333333,1.1375
"149","Aotizhongxin",2013-07-27,105.833333333333,5.66666666666667,67.6666666666667,1291.66666666667,14.4583333333333,25.0583333333333,995.145833333333,23.3541666666667,0.0333333333333333,0.7375
"150","Aotizhongxin",2013-07-28,69.9166666666667,6.66666666666667,NA,NA,NA,29.2125,994.545833333333,22.4625,0,1.1625
"151","Aotizhongxin",2013-07-29,58.9166666666667,5.375,81.5833333333333,825,48.125,28.2625,994.4125,23.6875,0,1.125
"152","Aotizhongxin",2013-07-30,114.916666666667,7.45833333333333,60.25,929.166666666667,117.166666666667,28.7583333333333,991.970833333333,23.3708333333333,0.6125,1.35833333333333
"153","Aotizhongxin",2013-07-31,43.7916666666667,NA,NA,NA,NA,26.0166666666667,994.191666666667,22.5125,0.933333333333333,1.44583333333333
"154","Aotizhongxin",2013-08-01,43.4583333333333,3.41066666666667,63.2701666666667,NA,43.1839666666667,23.1416666666667,998.120833333333,21.5958333333333,0.183333333333333,0.833333333333333
"155","Aotizhongxin",2013-08-02,69.5833333333333,7.16666666666667,59.0416666666667,825,74.5833333333333,25.675,1000.21666666667,21.35,0,1.11666666666667
"156","Aotizhongxin",2013-08-03,26.2916666666667,4.11253333333333,44.0076125,NA,NA,27.1958333333333,997.958333333333,20.0916666666667,0,1.525
"157","Aotizhongxin",2013-08-04,77.875,6.39243333333333,41.3105,NA,NA,27.2333333333333,994.483333333333,21.9458333333333,0.133333333333333,1.59583333333333
"158","Aotizhongxin",2013-08-05,45.125,3.5058,48.4020958333333,NA,130.071125,26.5125,992.658333333333,21.175,0,1.2125
"159","Aotizhongxin",2013-08-06,133.625,4.66026666666667,NA,NA,NA,29.3916666666667,993.775,24.4041666666667,0,1.2125
"160","Aotizhongxin",2013-08-07,33.7083333333333,NA,41.8726,NA,55.80805,25.0333333333333,996.9625,21.6875,0.333333333333333,1.38333333333333
"161","Aotizhongxin",2013-08-08,28.0833333333333,6.88643333333333,58.3312,NA,NA,27.3166666666667,994.8625,21.1166666666667,0,1.25833333333333
"162","Aotizhongxin",2013-08-09,34.875,NA,54.4905041666667,NA,NA,28.6291666666667,995.679166666667,21.025,0,1.01666666666667
"163","Aotizhongxin",2013-08-10,92.3333333333333,10.2137666666667,53.8317583333333,NA,NA,30.1166666666667,999.1625,24.0041666666667,0,1.45416666666667
"164","Aotizhongxin",2013-08-11,147.291666666667,4.21416666666667,50.7528291666667,NA,NA,26.5125,1000.38333333333,25.2041666666667,3.65416666666667,1.08333333333333
"165","Aotizhongxin",2013-08-12,49,NA,NA,NA,NA,26.8875,999.4125,23.6458333333333,0,1.6
"166","Aotizhongxin",2013-08-13,87.1666666666667,8.25,54.0416666666667,820.833333333333,92.2083333333333,28.5083333333333,999.170833333333,24.1791666666667,0,1.41666666666667
"167","Aotizhongxin",2013-08-14,67.4583333333333,6.33333333333333,74.9583333333333,708.333333333333,96.3333333333333,29.0833333333333,998.358333333333,24.5333333333333,0,1.44166666666667
"168","Aotizhongxin",2013-08-15,121.333333333333,8.58333333333333,61.375,NA,NA,29.8333333333333,996.916666666667,26.4833333333333,0,1.04166666666667
"169","Aotizhongxin",2013-08-16,126.5,8.16666666666667,66.75,1325,39.9166666666667,29.3208333333333,992.045833333333,26.6791666666667,0.0458333333333333,1.05416666666667
"170","Aotizhongxin",2013-08-17,43.5416666666667,11.7916666666667,47.8333333333333,558.333333333333,51.5833333333333,30.5791666666667,996.020833333333,16.7166666666667,0,1.44583333333333
"171","Aotizhongxin",2013-08-18,12.625,5.66666666666667,39.1666666666667,NA,NA,28.6583333333333,1002.68333333333,16.2791666666667,0,1.54583333333333
"172","Aotizhongxin",2013-08-19,20.5833333333333,5.83333333333333,60.25,NA,64.936425,27.7625,1004.65833333333,16.8125,0,1.1125
"173","Aotizhongxin",2013-08-20,92.875,14.1666666666667,68.25,1220.83333333333,87.5416666666667,25.8208333333333,1003.77916666667,21.5416666666667,0.104166666666667,1.075
"174","Aotizhongxin",2013-08-21,106.833333333333,8.5,54.8333333333333,NA,NA,25.8166666666667,1002.53333333333,21.8541666666667,0.00416666666666667,1.3375
"175","Aotizhongxin",2013-08-22,NA,5.375,102.833333333333,NA,16.71405,23.6458333333333,1003.53333333333,21.725,0.00833333333333333,0.775
